acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.8489930126597439,-0.709291596645926,10.170772365710278,-3.509459367360294,0.5736337459316663,4.106103432923794
-0.6285389686707233,0.32291596358389113,10.54209221497184,2.136296060521696,-2.792671156949029,5.8781858383169405
0.7371295371800695,-0.53019160748509,9.688809148328842,2.8586690518220865,-1.3236428198682417,-2.5595864757977465
-0.3456649598175641,0.7810586120505929,10.420194661382318,-1.5243654960523163,-0.3187118380015275,2.175831175620038
1.2362093696870127,0.020280795328842742,9.236127420869323,-0.23966826633628074,-2.823811151779669,8.077345219399493
-0.5387240747229743,-0.4190033657835795,10.020518549847163,3.507560627228868,4.941728122232611,-2.701264406145571
-0.1436264690299893,1.440272249032669,10.221237062726887,0.6718022574835538,-9.730696296898648,-2.709262878342102
0.3531379625346458,1.0238235626207737,9.773517316899664,-0.638179586747282,5.328470258159178,1.7441709452632335
-0.5794194347007771,1.3197607314837798,10.840747254780371,-1.0117405164362943,2.9297122791680525,0.133191263721564
0.6113049691605263,-0.930910012132218,10.381068295686722,-3.6492879898157837,-0.3650333638326134,-3.7593258707278117
-1.351343162779335,3.568855906274845,9.95569969392646,1.1767466920001104,-5.200012810191889,2.978697823955324
-0.016889178312714352,-1.1397534342497015,9.726645228530447,4.0650515628816635,-9.016553596839639,2.604707992727252
-0.6072331319279659,0.2362834386143618,10.150295630245973,1.6285731222503257,4.755378952399333,-6.629566920131426
0.587339687107134,-0.48596598039189043,9.153304411607909,1.0675229312087118,3.2064162945451047,0.6496235513003166
-0.32905786316333807,0.3875814383079898,10.36010830104627,-1.9324579947393896,0.8838543031083278,-10.104237063755587
0.508756697930347,1.3871465520168256,10.431249034159649,-1.8648731199649924,5.8280087949620905,1.2171212853404036
0.013777071516914074,-0.4912286824925047,10.160418549969723,2.7909238941939076,2.843335328060366,9.285480944331667
-0.7319252602724959,-1.6337354646373532,10.202336155686018,0.5247976036434101,6.806467645040809,-7.251499826212401
-0.06495470822405101,-0.3303415670543931,9.927263203670883,0.2191200396392578,-13.240173097150432,3.6431351811513397
-0.597075057905534,-0.4513568075001465,8.798599437859233,-1.1841300644226547,0.7411278954954545,-1.8149239923448248
-0.4924218463117165,0.35038862786189123,9.290092589315371,-1.8739547500950986,0.905755164717469,1.1395177923080158
-0.9893062127649254,-1.8438697186147257,9.105138215402695,-1.3936715580481027,-6.553611163515576,-1.7352766296914204
0.027466471590315563,1.0856736087307852,9.782416172852187,-0.4042108186596459,-6.833923318077314,0.8346332666237112
-0.40223417198305217,-0.3416913997258313,10.46024258205171,1.1811187516480903,-2.0026854056314596,2.5051736546798913
0.0660393798893988,0.18558075970455948,9.440435072995285,1.147340342822494,0.40541580112836434,-3.410486489617956
0.319140228582223,1.183749445661795,9.204578675160151,0.4220939856881601,-3.3362337072140176,-1.8605510787603095
-0.5445694885159323,-0.8201549341722786,9.423315359598936,-2.670674058214081,6.196186314742722,3.310221619227152
0.11852669210123302,-1.1299037710209179,9.069645877539983,-3.39036567983416,8.032838013788798,4.267801314768772
